"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","NES_sign"
"GOMF_HELICASE_ACTIVITY","GOMF_HELICASE_ACTIVITY","GOMF_HELICASE_ACTIVITY",111,0.316199637888912,0.727530211990279,0.996300369963004,1,0.870818436296112,5534,"tags=62%, list=58%, signal=27%","EIF4A2/EIF4A1/DDX24/EIF4A3/DDX18/XRCC5/DDX46/RAD50/DHX36/DDX39A/CHD1/DDX6/DHX29/RECQL/DDX21/SMARCA5/DDX1/XRCC6/G3BP1/DDX52/SLFN11/RUVBL2/RUVBL1/DDX27/ATRX/DDX49/BTAF1/DICER1/DDX58/RFC2/MTREX/DDX41/TWNK/DDX50/SNRNP200/MCM3/GTF2F2/MCM5/DDX42/MCM9/DDX23/HLTF/DDX55/RFC4/DHX16/CHD3/MCM4/WRNIP1/CHTF8/SHPRH/DHX15/ERCC2/DDX39B/DDX19A/HELLS/DDX54/SMARCA4/DHX33/RFC3/IFIH1/DHX38/DDX28/MCM7/HFM1/ERCC3/DDX3X/CHD8/DDX56/SMARCAD1","Positive"
"GOBP_OLIGOSACCHARIDE_LIPID_INTERMEDIATE_BIOSYNTHETIC_PROCESS","GOBP_OLIGOSACCHARIDE_LIPID_INTERMEDIATE_BIOSYNTHETIC_PROCESS","GOBP_OLIGOSACCHARIDE_LIPID_INTERMEDIATE_BIOSYNTHETIC_PROCESS",15,0.356708904146042,0.727462639389824,0.885459880603056,1,0.870818436296112,4273,"tags=53%, list=44%, signal=30%","ALG3/NUS1/ALG2/MPDU1/DPAGT1/SRD5A3/ALG1/ALG8","Positive"
"GOMF_HISTONE_METHYLTRANSFERASE_ACTIVITY_H3_K4_SPECIFIC","GOMF_HISTONE_METHYLTRANSFERASE_ACTIVITY_H3_K4_SPECIFIC","GOMF_HISTONE_METHYLTRANSFERASE_ACTIVITY_H3_K4_SPECIFIC",13,0.362958135697799,0.727369276138291,0.879146677554353,1,0.870818436296112,1383,"tags=15%, list=14%, signal=13%","ASH1L/KMT2C","Positive"
"GOBP_REGULATION_OF_PROTEIN_DEACETYLATION","GOBP_REGULATION_OF_PROTEIN_DEACETYLATION","GOBP_REGULATION_OF_PROTEIN_DEACETYLATION",32,0.335948521993784,0.726810667848083,0.94,1,0.870818436296112,4832,"tags=53%, list=50%, signal=27%","SPRED2/NIPBL/DYRK1A/FNTA/VEGFA/BEX4/ING2/BRMS1/TADA3/FRY/YEATS2/DR1/RRP8/PINK1/MBIP/WDR5/SAP30BP","Positive"
"GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_NUCLEIC_ACID","GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_NUCLEIC_ACID","GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_NUCLEIC_ACID",415,0.305641215866429,0.726743682149894,1,1,0.870818436296112,5353,"tags=56%, list=56%, signal=26%","RNASEK/RNASET2/PLD3/POLR2F/APEX1/NME1/EIF4A2/RAD51B/EIF4A1/DDX24/EIF4A3/TENT2/POLE4/PTGES3/DDX18/XRCC5/PAN3/DTWD2/POLR2K/POLR1D/REXO2/DDX46/POLR2L/POLR2I/CDKAL1/POLR2E/SMC3/EXOSC8/POLR2G/POP7/POLR2J/DNASE2/FBL/RAD50/DHX36/TDP2/WARS1/TRMT10C/MBD4/PCNA/DDX39A/CHD1/DDX6/RBBP4/DHX29/RECQL/EMG1/RNASE6/TUT7/DDX21/SMARCA5/FTO/TUT4/DDX1/RNMT/XRCC6/TSR3/CNOT6L/XRN2/MGMT/EXOSC9/DNMT1/POP5/MPG/METTL5/XRN1/EXOSC4/PRORP/G3BP1/RNASEH2A/BUD23/TOP2A/RTCA/DDX52/RTCB/POLE3/SLFN11/POP4/CNOT7/SMG6/ERCC1/TYW3/RPP25/EXOSC3/RNASEH1/RUVBL2/RPP30/SLU7/RUVBL1/DDX27/FARSA/DIMT1/POLR3K/TENT4B/SLX1B/EXOSC5/ATRX/NOB1/DDX49/BTAF1/DIS3L2/DICER1/DDX58/POLR2H/DARS1/PTRHD1/RFC2/DKC1/FEN1/NT5C3A/QARS1/DTWD1/MTREX/TERF1/TSNAX/IARS2/DDX41/PTRH2/JMJD6/ERI3/RPP21/FTSJ1/MRPL44/TSEN34/RFC1/TWNK/DDX50/MAP1S/SNRNP200/KARS1/TFB1M/EXOSC1/YBEY/RAD51C/MCM3/MED21/RAD1/GTF2F2/TRPT1/MUS81/MCM5/TEFM/POLR2B/POLR3D/HMGA2/ANG/NOCT/DDX42/MCM9/DTD1/DDX23/HLTF/THUMPD3/DDX55/FTSJ3/EXOSC10/THUMPD2/PPP1R8/CHRAC1/MGME1/NUDT16/USB1/SND1/TRMT2A/RFC4/DHX16/TRMT1L/EXOSC7/TOP2B/ENDOG/POLG/CHD3/NTHL1/TOP1/MCM4/WRNIP1/CHTF8/SHPRH/APEX2/DHX15/ERCC2/INTS11/POLR2M/SLX1A/ALKBH5/TATDN1/NUDT16L1/PUS10/DDX39B/NARS1/GATC/XRCC1/CRCP/TSEN2/PUS1/POLL/METTL1/MSH2/DDX19A/TDG/QTRT1/HELLS/NSUN5/DDX54/SMARCA4/DHX33/TRMT61A/TYW1B/GATB/OGG1/PDE12/RBBP8/RFC3/SARS1/POLR2C/POLR3A/SMUG1/IARS1/IFIH1/CPSF3/METTL4/DHX38/DIS3/QTRT2/QRSL1/DDX28/POP1/ALKBH2/LACTB2/MCM7/LIG1/LRRC47","Positive"
"GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS","GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS","GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",23,0.34273449340951,0.72651485388865,0.915856956826605,1,0.870818436296112,5049,"tags=57%, list=53%, signal=27%","SLC27A4/HACD3/ACAA1/TECR/ELOVL1/HSD17B4/ACOT1/ACOT4/PEX2/HACD1/ACOT2/ACSBG1/ABCD4","Positive"
"GOBP_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT","GOBP_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT","GOBP_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT",18,0.349437072519786,0.72598880664258,0.897688442211055,1,0.870818436296112,1176,"tags=11%, list=12%, signal=10%","CITED2/HIPK2","Positive"
"GOBP_KERATINOCYTE_PROLIFERATION","GOBP_KERATINOCYTE_PROLIFERATION","GOBP_KERATINOCYTE_PROLIFERATION",23,0.342471889521557,0.725958196683275,0.916357808274066,1,0.870818436296112,1058,"tags=13%, list=11%, signal=12%","PPARD/MDK/ZFP36","Positive"
"GOBP_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY","GOBP_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY","GOBP_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY",21,0.345014876893398,0.725906811544819,0.910950661853189,1,0.870818436296112,5159,"tags=67%, list=54%, signal=31%","PTEN/FBXO7/CDKN1A/HEXIM1/CDKN2D/PLK1/NR2F2/IPO7/CEBPA/CDKN2C/IPO5/CDKN1B/HHEX/CDK5RAP2","Positive"
"GOBP_SNRNA_PROCESSING","GOBP_SNRNA_PROCESSING","GOBP_SNRNA_PROCESSING",20,0.34616830064166,0.725868573663595,0.908087497491471,1,0.870818436296112,5374,"tags=65%, list=56%, signal=29%","EXOSC8/EXOSC9/EXOSC4/EXOSC3/EXOSC5/USB1/EXOSC7/INTS6/INTS10/INTS11/INTS1/INTS3/EXOSC2","Positive"
"GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX","GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX","GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX",14,0.358987959401922,0.725753446886588,0.883321475759732,1,0.870818436296112,4680,"tags=57%, list=49%, signal=29%","PIK3R5/UVRAG/BECN1/SOCS3/PIK3CG/VAC14/SOCS2/SOCS6","Positive"
"GOBP_EMBRYONIC_EYE_MORPHOGENESIS","GOBP_EMBRYONIC_EYE_MORPHOGENESIS","GOBP_EMBRYONIC_EYE_MORPHOGENESIS",18,0.349037861714147,0.725159408163778,0.898291457286432,1,0.870818436296112,1176,"tags=11%, list=12%, signal=10%","CITED2/HIPK2","Positive"
"GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS",15,0.355311862718994,0.724613550308936,0.887787109177375,1,0.870818436296112,2992,"tags=27%, list=31%, signal=18%","PPT1/HSD17B12/TECR/ELOVL1","Positive"
"GOBP_MITOTIC_DNA_INTEGRITY_CHECKPOINT_SIGNALING","GOBP_MITOTIC_DNA_INTEGRITY_CHECKPOINT_SIGNALING","GOBP_MITOTIC_DNA_INTEGRITY_CHECKPOINT_SIGNALING",62,0.322698881816307,0.724277036797402,0.981601839816018,1,0.870818436296112,4164,"tags=40%, list=43%, signal=23%","NOP53/SYF2/FOXN3/BABAM2/WAC/TRIAP1/CDK5RAP3/CCND1/PRKDC/CDK1/BABAM1/MRNIP/CDKN1A/RPA2/PLK1/GTSE1/NAE1/CLSPN/PPP1R10/MAP3K20/MUS81/BRCC3/HMGA2/GIGYF2/CCNG1","Positive"
"GOBP_PHOTORECEPTOR_CELL_MAINTENANCE","GOBP_PHOTORECEPTOR_CELL_MAINTENANCE","GOBP_PHOTORECEPTOR_CELL_MAINTENANCE",20,0.345171274616521,0.7237779435931,0.909492273730684,1,0.870818436296112,1171,"tags=10%, list=12%, signal=9%","MKKS/DRAM2","Positive"
"GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION","GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION","GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION",23,0.34144315411175,0.72377752455859,0.918461384353401,1,0.870818436296112,1493,"tags=13%, list=16%, signal=11%","NDFIP1/SHLD2/TERF2IP","Positive"
"GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION","GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION","GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION",21,0.343887625121872,0.723535088485671,0.912755716004814,1,0.870818436296112,5628,"tags=76%, list=59%, signal=32%","SOX4/IL1B/SMARCB1/DIP2B/BRD7/RUVBL2/ARID5A/WBP2/PIH1D1/SNAI2/DIP2A/KAT2A/SMAD4/MAPK3/PRKAA1/PML","Positive"
"GOBP_PROTEIN_ADP_RIBOSYLATION","GOBP_PROTEIN_ADP_RIBOSYLATION","GOBP_PROTEIN_ADP_RIBOSYLATION",16,0.352273560387097,0.72331075853416,0.893992932862191,1,0.870818436296112,6104,"tags=88%, list=64%, signal=32%","ARF4/WARS1/PARP8/PARP1/PUM3/PARP2/SIRT2/PARP14/XRCC1/TINF2/PARP15/PARP16/SIRT5/SIRT6","Positive"
"GOBP_CARDIAC_PACEMAKER_CELL_DIFFERENTIATION","GOBP_CARDIAC_PACEMAKER_CELL_DIFFERENTIATION","GOBP_CARDIAC_PACEMAKER_CELL_DIFFERENTIATION",5,-0.315219654382678,-0.722974310712732,0.911676646706587,1,0.870818436296112,6584,"tags=20%, list=69%, signal=6%","BMPR1A","Negative"
"GOBP_SEMICIRCULAR_CANAL_DEVELOPMENT","GOBP_SEMICIRCULAR_CANAL_DEVELOPMENT","GOBP_SEMICIRCULAR_CANAL_DEVELOPMENT",5,-0.315219654382678,-0.722974310712732,0.911676646706587,1,0.870818436296112,6584,"tags=100%, list=69%, signal=32%","GLI3/ZEB1/FGF10/GATA2","Negative"
"GOBP_MEIOTIC_CHROMOSOME_SEGREGATION","GOBP_MEIOTIC_CHROMOSOME_SEGREGATION","GOBP_MEIOTIC_CHROMOSOME_SEGREGATION",48,0.326336784327933,0.722712473766784,0.97000299970003,1,0.870818436296112,5123,"tags=54%, list=53%, signal=25%","UBE2B/PTTG1/SMC4/ACTR3/ACTR2/PPP2R1A/SMC2/RAD21/TOP2A/BAG6/CENPX/PLK1/TERF1/AGO4/RAD51C/MUS81/SIRT7/NUF2/TOP2B/BUB1B/PSMC3IP/TRIP13/BUB1/P3H4/ATM/SUN1","Positive"
"GOMF_GATED_CHANNEL_ACTIVITY","GOMF_GATED_CHANNEL_ACTIVITY","GOMF_GATED_CHANNEL_ACTIVITY",99,0.315611488087268,0.722647788924435,0.995300469953005,1,0.870818436296112,865,"tags=6%, list=9%, signal=6%","CLIC1/VDAC1/CYBB/VDAC2/VDAC3/PTK2B","Positive"
"GOBP_SPINAL_CORD_DEVELOPMENT","GOBP_SPINAL_CORD_DEVELOPMENT","GOBP_SPINAL_CORD_DEVELOPMENT",43,0.327822630127553,0.721875142229651,0.962803719628037,1,0.870818436296112,4797,"tags=44%, list=50%, signal=22%","LMO4/SOX4/PTBP2/ACTL6A/BAG3/PBX3/PHGDH/ZPR1/ABT1/CLN8/SCYL1/DCTN1/GIGYF2/NOTCH1/EED/DAB1/ERCC2/GLI3/MPST","Positive"
"GOBP_HOMOLOGOUS_RECOMBINATION","GOBP_HOMOLOGOUS_RECOMBINATION","GOBP_HOMOLOGOUS_RECOMBINATION",33,0.332507049953424,0.721216106073144,0.947005299470053,1,0.870818436296112,5025,"tags=52%, list=52%, signal=25%","RAD51B/UBE2B/RAD50/RAD21/TOP2A/CENPX/RAD51AP1/RAD51C/MUS81/KLHDC3/TOP2B/MND1/PSMC3IP/TRIP13/NUCKS1/ATM/CNTD1","Positive"
"GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION","GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION","GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION",38,0.330014935095388,0.72114692701284,0.9572,1,0.870818436296112,4817,"tags=50%, list=50%, signal=25%","NCOA1/SPAG9/TCF12/EIF4G1/MAP1B/CSNK1E/PRPF19/REST/FGFR1/ECT2/HMG20B/CXCL12/TCF3/NBL1/IMPACT/DAB1/SOCS2/GPRC5B/CYB5D2","Positive"
"GOMF_LIGAND_GATED_CALCIUM_CHANNEL_ACTIVITY","GOMF_LIGAND_GATED_CALCIUM_CHANNEL_ACTIVITY","GOMF_LIGAND_GATED_CALCIUM_CHANNEL_ACTIVITY",12,0.362722333392095,0.720949505100849,0.875794220127075,1,0.870818436296112,2938,"tags=25%, list=31%, signal=17%","MCOLN1/ITPR2/ITPR1","Positive"
"GOBP_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS","GOBP_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS","GOBP_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS",12,0.36254239578608,0.720591859827692,0.875999180159869,1,0.870818436296112,4414,"tags=50%, list=46%, signal=27%","RFFL/MTRNR2L1/DFFA/PAK2/FAP/SIRT2","Positive"
"GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS","GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS","GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS",46,0.325402507961101,0.719017079814244,0.97020297970203,1,0.870818436296112,4875,"tags=50%, list=51%, signal=25%","PTPN1/UBE2D1/PDCD6/HIPK2/UBE2D3/HGS/SMURF1/SPART/SFRP1/EMILIN1/HTRA1/GPC1/NOTCH1/FGF2/WNT5A/NBL1/CREB3L1/TWSG1/FSTL3/GREM1/SPRY2/TNFAIP6/HHEX","Positive"
"GOBP_OSTEOBLAST_PROLIFERATION","GOBP_OSTEOBLAST_PROLIFERATION","GOBP_OSTEOBLAST_PROLIFERATION",19,0.344170158042149,0.718013880221839,0.908114079132356,1,0.870818436296112,3813,"tags=37%, list=40%, signal=22%","ATRAID/ITGAV/BCL2/EIF2AK2/SFRP1/CTHRC1/MUS81","Positive"
"GOMF_SULFATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","GOMF_SULFATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","GOMF_SULFATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",8,0.38284305105433,0.717840251524633,0.869960432039354,1,0.870818436296112,1195,"tags=12%, list=12%, signal=11%","SLC25A11","Positive"
"GOMF_DEAMINASE_ACTIVITY","GOMF_DEAMINASE_ACTIVITY","GOMF_DEAMINASE_ACTIVITY",16,0.349431188962842,0.717474618493861,0.898738011105502,1,0.870818436296112,2289,"tags=19%, list=24%, signal=14%","ADA2/GNPDA1/DCTD","Positive"
"GOBP_MODIFIED_AMINO_ACID_TRANSPORT","GOBP_MODIFIED_AMINO_ACID_TRANSPORT","GOBP_MODIFIED_AMINO_ACID_TRANSPORT",19,0.343627838288203,0.716882483144688,0.908917453303876,1,0.870818436296112,3536,"tags=26%, list=37%, signal=17%","MGST1/SLC19A2/ABCC1/FOLR3/SLC38A2","Positive"
"GOBP_NON_MOTILE_CILIUM_ASSEMBLY","GOBP_NON_MOTILE_CILIUM_ASSEMBLY","GOBP_NON_MOTILE_CILIUM_ASSEMBLY",41,0.326498689877321,0.716820844398227,0.9627,1,0.870818436296112,1968,"tags=12%, list=20%, signal=10%","SEPTIN9/MKKS/SEPTIN7/MAPRE1/DNM2","Positive"
"GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING","GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING","GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",130,0.309884755765003,0.716705605799201,0.998700129987001,1,0.870818436296112,5701,"tags=66%, list=59%, signal=27%","NOP53/SYF2/TPR/PSMG2/FOXN3/BABAM2/ZNF207/WAC/TEX14/BUB3/ANAPC15/TRIAP1/CDK5RAP3/CENPF/CCND1/IK/TIPRL/PCID2/CCNB1/PRKDC/RNASEH2B/CDK1/CDC5L/BABAM1/MRNIP/CDKN1A/MAD2L1/RPA2/ZWINT/MAD2L2/VPS4A/DYNC1LI1/PRPF19/PLK1/GTSE1/SPDL1/NAE1/AURKB/NABP2/RHNO1/CLSPN/MAD2L1BP/PPP1R10/ZW10/RAD1/MAP3K20/MUS81/BRCC3/HMGA2/CEP63/CUL4A/GIGYF2/CCNG1/INIP/NDC80/PTPN11/STK33/BUB1B/TRIP13/DDX39B/EIF2AK4/CDKN1B/BRSK1/BUB1/MSH2/DONSON/FEM1B/ATM/CASP2/ZWILCH/CDK5RAP2/LCMT1/INTS3/ZNF830/TTK/PLK2/NSUN2/XPC/CLOCK/HUS1/TP53BP1/PML/SDE2/MDC1/CDC6/CDT1","Positive"
"GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_BINDING","GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_BINDING","GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_BINDING",14,0.354462316575865,0.716604112502614,0.891960565098079,1,0.870818436296112,4983,"tags=64%, list=52%, signal=31%","ENG/ITGAV/CD36/LTBP3/VASN/LTBP1/TGFBR1/TWSG1/CD109","Positive"
"GOBP_TRNA_METABOLIC_PROCESS","GOBP_TRNA_METABOLIC_PROCESS","GOBP_TRNA_METABOLIC_PROCESS",146,0.308389406515796,0.715788278526327,0.999600039996,1,0.870818436296112,5585,"tags=60%, list=58%, signal=26%","SSB/TRMT112/PTCD1/GTF3C6/ZBTB8OS/DTWD2/HSD17B10/POLR2L/CDKAL1/LSM6/DPH3/EXOSC8/LAGE3/POP7/RTRAF/WARS1/TPRKB/TRMT10C/GRSF1/DDX1/EXOSC9/TP53RK/POP5/THADA/PRORP/RTCB/POP4/ELP5/TYW3/RPP25/EXOSC3/RPP30/FARSA/POLR3K/URM1/DICER1/DARS1/WDR6/QARS1/DTWD1/IARS2/RPP21/FTSJ1/TSEN34/KARS1/RPP25L/TRPT1/ANG/DTD1/THUMPD1/THUMPD3/EXOSC10/THUMPD2/RPUSD4/TRMT1L/EXOSC7/CTU1/TSEN15/PUS10/NARS1/GATC/TSEN2/PUS1/KTI12/METTL1/QTRT1/TRMT61A/TYW1B/GATB/ELP3/GTF3C5/SARS1/PUSL1/IARS1/OSGEP/QTRT2/QRSL1/THG1L/POP1/LRRC47/EXOSC2/NSUN2/RPP40/CTU2/NSUN6/PSTK/YARS2/ELP1","Positive"
"GOBP_REGULATION_OF_BONE_RESORPTION","GOBP_REGULATION_OF_BONE_RESORPTION","GOBP_REGULATION_OF_BONE_RESORPTION",15,0.350671905256173,0.715150944628709,0.893959324091875,1,0.870818436296112,5629,"tags=73%, list=59%, signal=30%","SPP1/DEF8/LTBP3/CLDN18/INPP5D/GPR137B/PPARGC1B/GPR137/CSF1R/P2RX7/TNFRSF11B","Positive"
"GOCC_PHOTORECEPTOR_CONNECTING_CILIUM","GOCC_PHOTORECEPTOR_CONNECTING_CILIUM","GOCC_PHOTORECEPTOR_CONNECTING_CILIUM",21,0.339841411868427,0.715021908450986,0.919574809466506,1,0.870818436296112,4156,"tags=38%, list=43%, signal=22%","SEPTIN2/ARL3/IFT20/TBCC/CETN2/CETN3/TOPORS/RP1","Positive"
"GOMF_PEPTIDE_LYSINE_N_ACETYLTRANSFERASE_ACTIVITY","GOMF_PEPTIDE_LYSINE_N_ACETYLTRANSFERASE_ACTIVITY","GOMF_PEPTIDE_LYSINE_N_ACETYLTRANSFERASE_ACTIVITY",21,0.339820607127489,0.714978135546769,0.919574809466506,1,0.870818436296112,542,"tags=10%, list=6%, signal=9%","TAF9/NCOA1","Positive"
"GOBP_PULMONARY_VALVE_DEVELOPMENT","GOBP_PULMONARY_VALVE_DEVELOPMENT","GOBP_PULMONARY_VALVE_DEVELOPMENT",8,0.381142104248736,0.714650933919429,0.872633942893808,1,0.870818436296112,4950,"tags=62%, list=52%, signal=30%","TNFRSF1A/RBPJ/NOTCH1/ROBO2/NFATC1","Positive"
"GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT","GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT","GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT",68,0.316866710394784,0.714314006979298,0.988001199880012,1,0.870818436296112,4968,"tags=47%, list=52%, signal=23%","IL6ST/ID2/HIF1A/CXCL8/INSR/NIPBL/COL3A1/PDGFC/TYMS/WDPCP/BCL2/PDGFRA/SFRP1/TIGAR/CLMP/WLS/SLC4A2/TBX2/YIPF6/CLDN18/ASS1/CBFA2T2/NOTCH1/WNT5A/IGF2/YAP1/EGFR/HES1/GLI3/SAV1/KCNQ1/SMAD3","Positive"
"GOBP_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS","GOBP_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS","GOBP_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS",11,0.364031132621938,0.714218189527597,0.879144716454912,1,0.870818436296112,4477,"tags=55%, list=47%, signal=29%","ITM2B/SOAT1/NCSTN/AATF/ITM2C/ABCA7","Positive"
"GOBP_FATTY_ACID_ELONGATION_SATURATED_FATTY_ACID","GOBP_FATTY_ACID_ELONGATION_SATURATED_FATTY_ACID","GOBP_FATTY_ACID_ELONGATION_SATURATED_FATTY_ACID",5,-0.311367895065584,-0.714140080363864,0.92440119760479,1,0.870818436296112,6621,"tags=80%, list=69%, signal=25%","ELOVL6/ELOVL7/ELOVL5/ELOVL4","Negative"
"GOMF_VERY_LONG_CHAIN_3_KETOACYL_COA_SYNTHASE_ACTIVITY","GOMF_VERY_LONG_CHAIN_3_KETOACYL_COA_SYNTHASE_ACTIVITY","GOMF_VERY_LONG_CHAIN_3_KETOACYL_COA_SYNTHASE_ACTIVITY",5,-0.311367895065584,-0.714140080363864,0.92440119760479,1,0.870818436296112,6621,"tags=80%, list=69%, signal=25%","ELOVL6/ELOVL7/ELOVL5/ELOVL4","Negative"
"GOBP_NEGATIVE_REGULATION_OF_DNA_REPLICATION","GOBP_NEGATIVE_REGULATION_OF_DNA_REPLICATION","GOBP_NEGATIVE_REGULATION_OF_DNA_REPLICATION",17,0.345264339208801,0.713444521460373,0.904522106959412,1,0.870818436296112,4125,"tags=41%, list=43%, signal=24%","S100A11/GTPBP4/SLFN11/GMNN/TERF1/TTF1/FBXO5","Positive"
"GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY","GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY","GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY",50,0.321090086041077,0.712918583229591,0.975902409759024,1,0.870818436296112,5283,"tags=58%, list=55%, signal=26%","UBE2D1/ILK/HIPK2/UBE2D3/PELO/ENG/FKBP8/FSTL1/SMURF1/SPART/RBPJ/SFRP1/FST/FBXL15/HTRA1/NOTCH1/ITGA3/WNT5A/NBL1/TWSG1/FSTL3/HES1/GREM1/TNFAIP6/FOXD1/SMAD4/FBN1/NUMA1/SOSTDC1","Positive"
"GOBP_RNA_DECAPPING","GOBP_RNA_DECAPPING","GOBP_RNA_DECAPPING",12,0.358637630028629,0.712830719469881,0.882660381225661,1,0.870818436296112,4263,"tags=50%, list=44%, signal=28%","ZFP36/LSM1/CNOT7/NOCT/NUDT16/PNRC2","Positive"
"GOBP_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE","GOBP_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE","GOBP_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE",10,-0.233309030309343,-0.712360714154663,0.941176470588235,1,0.870818436296112,7372,"tags=100%, list=77%, signal=23%","ARID5A/IL27RA/ZC3H12A/CARD9/PRKCQ/EPHB2/TBX21/ZBTB7B/SMAD7","Negative"
"GOBP_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION","GOBP_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION","GOBP_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION",10,-0.233309030309343,-0.712360714154663,0.941176470588235,1,0.870818436296112,7372,"tags=100%, list=77%, signal=23%","IL18/NLRP3/HLX/ZC3H12A/RARA/TBX21/ZBTB7B/SMAD7/CCL19","Negative"
"GOBP_EPITHELIAL_CILIUM_MOVEMENT_INVOLVED_IN_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY","GOBP_EPITHELIAL_CILIUM_MOVEMENT_INVOLVED_IN_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY","GOBP_EPITHELIAL_CILIUM_MOVEMENT_INVOLVED_IN_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY",6,-0.289016137428423,-0.712304637043081,0.930097087378641,1,0.870818436296112,6836,"tags=83%, list=71%, signal=24%","DNAH11/OFD1/CFAP53/NPHP3/CCDC39","Negative"
"GOBP_THYMIC_T_CELL_SELECTION","GOBP_THYMIC_T_CELL_SELECTION","GOBP_THYMIC_T_CELL_SELECTION",9,0.372817813861955,0.712277624606914,0.872947368421053,1,0.870818436296112,5256,"tags=67%, list=55%, signal=30%","CD74/DOCK2/ATG5/CD3E/GLI3/CARD11","Positive"
"GOBP_HAIR_FOLLICLE_MATURATION","GOBP_HAIR_FOLLICLE_MATURATION","GOBP_HAIR_FOLLICLE_MATURATION",8,0.379867827055637,0.712261632459504,0.87487969201155,1,0.870818436296112,5869,"tags=88%, list=61%, signal=34%","RBPJ/GAL/WNT5A/NOM1/ERCC2/NSUN2/SPINK5","Positive"
